transaction_id,account_id,transaction_date,transaction_type,amount,currency,originator_country,beneficiary_country,merchant_category,account_age_days,is_new_beneficiary,transaction_description,fraud_label,fraud_type
TXN-2026-898867,ACCT-479201,2024-10-23 21:41:34,CARD_PURCHASE,381.1,USD,US,JP,RESTAURANT,3590,True,Normal card purchase,0,
TXN-2026-970300,ACCT-379946,2024-10-23 23:04:31,ACH,1095.13,USD,US,JP,,3251,False,Normal ach,0,
TXN-2026-906306,ACCT-759176,2024-10-23 23:56:33,CASH_DEPOSIT,1950.72,USD,US,US,,3087,False,Normal cash deposit,0,
TXN-2026-515182,ACCT-705397,2024-10-24 00:06:35,CARD_PURCHASE,339.66,USD,US,GB,RETAIL,3419,False,Normal card purchase,0,
TXN-2026-999529,ACCT-948749,2024-10-24 00:31:01,ACH,749.44,USD,US,GB,,3401,False,Normal ach,0,
TXN-2026-733039,ACCT-377370,2024-10-24 00:56:30,WIRE_DOMESTIC,15151.9,USD,US,DE,,739,False,Normal wire domestic,0,
TXN-2026-969634,ACCT-571029,2024-10-24 01:36:18,CHECK_DEPOSIT,348.91,USD,US,AU,,379,False,Normal check deposit,0,
TXN-2026-444207,ACCT-671412,2024-10-24 02:31:39,WIRE_INTERNATIONAL,1079.78,USD,US,CA,,3532,False,Normal wire international,0,
TXN-2026-773459,ACCT-850800,2024-10-24 04:13:23,CASH_DEPOSIT,2229.65,USD,US,GB,,580,False,Normal cash deposit,0,
TXN-2026-186023,ACCT-779514,2024-10-24 05:36:54,CASH_DEPOSIT,956.6,USD,US,CA,,1921,False,Normal cash deposit,0,
TXN-2026-666456,ACCT-770487,2024-10-24 06:21:11,ACH,4306.19,USD,US,CA,,815,False,Normal ach,0,
TXN-2026-507247,ACCT-230889,2024-10-24 06:32:48,ACH,4572.12,USD,US,FR,,471,False,Normal ach,0,
TXN-2026-167193,ACCT-198246,2024-10-24 08:04:27,CARD_PURCHASE,463.67,USD,US,DE,RETAIL,1883,True,Normal card purchase,0,
TXN-2026-134283,ACCT-301629,2024-10-24 08:11:10,WIRE_DOMESTIC,19999.08,USD,US,CA,,2567,False,Normal wire domestic,0,
TXN-2026-194560,ACCT-145561,2024-10-24 11:47:57,CASH_DEPOSIT,2700.19,USD,US,CA,,3198,False,Normal cash deposit,0,
TXN-2026-245131,ACCT-329258,2024-10-24 13:21:54,WIRE_DOMESTIC,1424.54,USD,US,GB,,2749,False,Normal wire domestic,0,
TXN-2026-154040,ACCT-809570,2024-10-24 13:43:56,CARD_PURCHASE,425.1,USD,US,US,RESTAURANT,3124,False,Normal card purchase,0,
TXN-2026-982417,ACCT-498382,2024-10-24 13:53:34,WIRE_DOMESTIC,13808.2,USD,US,CA,,416,False,Normal wire domestic,0,
TXN-2026-191982,ACCT-496922,2024-10-24 13:56:42,CARD_PURCHASE,442.56,USD,US,DE,RETAIL,927,False,Normal card purchase,0,
TXN-2026-409963,ACCT-766563,2024-10-24 15:14:22,WIRE_INTERNATIONAL,18171.44,USD,US,AU,,2022,False,Normal wire international,0,
TXN-2026-212157,ACCT-629903,2024-10-24 22:14:25,CARD_PURCHASE,78.82,USD,US,AU,HEALTHCARE,1167,False,Normal card purchase,0,
TXN-2026-162165,ACCT-678856,2024-10-24 23:52:49,CASH_WITHDRAWAL,2464.02,USD,US,CA,,884,False,Normal cash withdrawal,0,
TXN-2026-397949,ACCT-456778,2024-10-24 23:54:17,WIRE_DOMESTIC,8577.42,USD,US,FR,,2833,False,Normal wire domestic,0,
TXN-2026-661762,ACCT-476417,2024-10-25 00:37:26,WIRE_DOMESTIC,909.79,USD,US,AU,,2422,False,Normal wire domestic,0,
TXN-2026-348411,ACCT-319684,2024-10-25 05:12:57,CASH_DEPOSIT,1024.82,USD,US,FR,,3069,False,Normal cash deposit,0,
TXN-2026-668458,ACCT-301629,2024-10-25 06:23:30,WIRE_INTERNATIONAL,20999.07,USD,US,JP,,2373,True,Normal wire international,0,
TXN-2026-848206,ACCT-230889,2024-10-25 08:32:15,CASH_WITHDRAWAL,793.81,USD,US,DE,,1477,False,Normal cash withdrawal,0,
TXN-2026-913875,ACCT-479201,2024-10-25 08:39:07,CASH_WITHDRAWAL,1865.75,USD,US,DE,,1598,False,Normal cash withdrawal,0,
TXN-2026-475815,ACCT-216739,2024-10-25 08:42:14,CASH_WITHDRAWAL,2222.18,USD,US,CA,,3017,False,Normal cash withdrawal,0,
TXN-2026-571213,ACCT-793384,2024-10-25 09:35:17,CHECK_DEPOSIT,2817.15,USD,US,US,,2583,False,Normal check deposit,0,
TXN-2026-838253,ACCT-759176,2024-10-25 10:32:03,ACH,3024.6,USD,US,CA,,2710,False,Normal ach,0,
TXN-2026-968581,ACCT-460663,2024-10-25 12:17:50,CHECK_DEPOSIT,1138.07,USD,US,GB,,2606,False,Normal check deposit,0,
TXN-2026-465249,ACCT-809570,2024-10-25 12:29:26,WIRE_DOMESTIC,20867.28,USD,US,AU,,2230,False,Normal wire domestic,0,
TXN-2026-913185,ACCT-270555,2024-10-25 13:51:34,WIRE_INTERNATIONAL,10217.49,USD,US,CA,,2274,False,Normal wire international,0,
TXN-2026-631756,ACCT-403445,2024-10-25 14:52:08,ACH,3350.6,USD,US,US,,1701,False,Normal ach,0,
TXN-2026-655575,ACCT-688508,2024-10-25 15:02:26,CASH_DEPOSIT,447.47,USD,US,AU,,586,False,Normal cash deposit,0,
TXN-2026-240913,ACCT-230889,2024-10-25 16:07:59,CHECK_DEPOSIT,3511.3,USD,US,US,,3535,False,Normal check deposit,0,
TXN-2026-573869,ACCT-476417,2024-10-25 16:52:11,WIRE_DOMESTIC,13630.15,USD,US,JP,,1450,False,Normal wire domestic,0,
TXN-2026-140163,ACCT-488162,2024-10-25 17:12:05,CASH_WITHDRAWAL,1072.34,USD,US,CA,,3216,False,Normal cash withdrawal,0,
TXN-2026-422722,ACCT-308496,2024-10-25 18:26:52,CASH_WITHDRAWAL,916.72,USD,US,JP,,2617,False,Normal cash withdrawal,0,
TXN-2026-589368,ACCT-207175,2024-10-25 18:57:21,CHECK_DEPOSIT,1808.68,USD,US,GB,,2919,False,Normal check deposit,0,
TXN-2026-676289,ACCT-407419,2024-10-25 20:21:24,WIRE_DOMESTIC,18554.68,USD,US,US,,2752,False,Normal wire domestic,0,
TXN-2026-445637,ACCT-770487,2024-10-25 21:12:24,ACH,1979.51,USD,US,DE,,3325,False,Normal ach,0,
TXN-2026-931131,ACCT-391704,2024-10-25 21:39:53,CHECK_DEPOSIT,796.96,USD,US,US,,3432,False,Normal check deposit,0,
TXN-2026-191884,ACCT-230889,2024-10-25 22:45:31,WIRE_INTERNATIONAL,1835.37,USD,US,US,,2823,False,Normal wire international,0,
TXN-2026-835132,ACCT-835392,2024-10-25 23:38:17,CASH_WITHDRAWAL,283.33,USD,US,JP,,2037,False,Normal cash withdrawal,0,
TXN-2026-786789,ACCT-719176,2024-10-26 00:27:00,CARD_PURCHASE,225.94,USD,US,US,UTILITIES,3250,False,Normal card purchase,0,
TXN-2026-717457,ACCT-877572,2024-10-26 00:34:28,WIRE_INTERNATIONAL,864.08,USD,US,JP,,1078,False,Normal wire international,0,
TXN-2026-911131,ACCT-671412,2024-10-26 01:04:43,CHECK_DEPOSIT,472.49,USD,US,FR,,2962,False,Normal check deposit,0,
TXN-2026-851606,ACCT-498382,2024-10-26 03:55:25,WIRE_INTERNATIONAL,11697.63,USD,US,JP,,3466,False,Normal wire international,0,
TXN-2026-114400,ACCT-331148,2024-10-26 04:03:05,CASH_DEPOSIT,2787.52,USD,US,JP,,1614,False,Normal cash deposit,0,
TXN-2026-293079,ACCT-343962,2024-10-26 05:17:53,ACH,432.29,USD,US,FR,,3343,True,Normal ach,0,
TXN-2026-757685,ACCT-816751,2024-10-26 05:29:46,CASH_DEPOSIT,1401.83,USD,US,FR,,2166,True,Normal cash deposit,0,
TXN-2026-645209,ACCT-379946,2024-10-26 06:33:02,WIRE_INTERNATIONAL,18490.68,USD,US,FR,,1648,False,Normal wire international,0,
TXN-2026-505426,ACCT-542417,2024-10-26 06:48:06,CHECK_DEPOSIT,1903.29,USD,US,DE,,2397,False,Normal check deposit,0,
TXN-2026-169268,ACCT-403445,2024-10-26 07:34:54,WIRE_INTERNATIONAL,13924.75,USD,US,DE,,3207,False,Normal wire international,0,
TXN-2026-269868,ACCT-838797,2024-10-26 08:18:32,CARD_PURCHASE,425.96,USD,US,US,RETAIL,1649,False,Normal card purchase,0,
TXN-2026-305721,ACCT-172933,2024-10-26 08:22:29,CASH_DEPOSIT,2188.03,USD,US,GB,,1920,False,Normal cash deposit,0,
TXN-2026-335421,ACCT-731262,2024-10-26 09:02:20,CHECK_DEPOSIT,273.28,USD,US,JP,,2069,False,Normal check deposit,0,
TXN-2026-547494,ACCT-145561,2024-10-26 09:16:48,CARD_PURCHASE,213.83,USD,US,US,UTILITIES,1898,False,Normal card purchase,0,
TXN-2026-771712,ACCT-766563,2024-10-26 10:04:51,WIRE_DOMESTIC,12302.59,USD,US,GB,,1434,False,Normal wire domestic,0,
TXN-2026-143941,ACCT-145561,2024-10-26 11:17:22,WIRE_DOMESTIC,7689.34,USD,US,US,,2476,False,Normal wire domestic,0,
TXN-2026-576786,ACCT-127824,2024-10-26 12:17:16,WIRE_DOMESTIC,6873.83,USD,US,GB,,3482,False,Normal wire domestic,0,
TXN-2026-834061,ACCT-770487,2024-10-26 14:14:52,WIRE_DOMESTIC,16782.84,USD,US,GB,,2718,True,Normal wire domestic,0,
TXN-2026-855185,ACCT-460663,2024-10-26 14:21:02,CARD_PURCHASE,390.35,USD,US,FR,HEALTHCARE,2869,False,Normal card purchase,0,
TXN-2026-946934,ACCT-974628,2024-10-26 15:35:39,CASH_DEPOSIT,541.95,USD,US,FR,,1055,True,Normal cash deposit,0,
TXN-2026-889245,ACCT-344098,2024-10-26 15:40:20,CASH_DEPOSIT,228.46,USD,US,AU,,798,True,Normal cash deposit,0,
TXN-2026-688132,ACCT-802729,2024-10-26 17:25:01,CASH_WITHDRAWAL,280.62,USD,US,CA,,2517,False,Normal cash withdrawal,0,
TXN-2026-824304,ACCT-996865,2024-10-26 19:19:48,WIRE_DOMESTIC,21579.37,USD,US,US,,498,False,Normal wire domestic,0,
TXN-2026-933510,ACCT-542417,2024-10-26 20:18:36,WIRE_INTERNATIONAL,24389.53,USD,US,DE,,1862,False,Normal wire international,0,
TXN-2026-611751,ACCT-948749,2024-10-26 21:11:18,CASH_WITHDRAWAL,2815.37,USD,US,GB,,375,False,Normal cash withdrawal,0,
TXN-2026-415029,ACCT-456778,2024-10-26 21:57:44,CARD_PURCHASE,174.02,USD,US,JP,RESTAURANT,3212,False,Normal card purchase,0,
TXN-2026-100716,ACCT-246316,2024-10-26 22:21:35,WIRE_INTERNATIONAL,15240.74,USD,US,US,,1190,False,Normal wire international,0,
TXN-2026-672536,ACCT-802729,2024-10-26 23:24:12,CHECK_DEPOSIT,1729.34,USD,US,US,,1082,False,Normal check deposit,0,
TXN-2026-400009,ACCT-748564,2024-10-27 01:44:25,CARD_PURCHASE,134.12,USD,US,JP,RESTAURANT,3050,False,Normal card purchase,0,
TXN-2026-711680,ACCT-876646,2024-10-27 01:46:17,CARD_PURCHASE,257.67,USD,US,CA,RESTAURANT,572,False,Normal card purchase,0,
TXN-2026-648913,ACCT-838797,2024-10-27 02:27:50,CARD_PURCHASE,101.78,USD,US,AU,RETAIL,2519,False,Normal card purchase,0,
TXN-2026-793655,ACCT-301629,2024-10-27 02:30:38,CHECK_DEPOSIT,301.24,USD,US,FR,,2437,False,Normal check deposit,0,
TXN-2026-839122,ACCT-838797,2024-10-27 04:07:12,ACH,263.96,USD,US,US,,2741,False,Normal ach,0,
TXN-2026-275073,ACCT-496922,2024-10-27 04:37:17,ACH,2662.73,USD,US,JP,,3436,False,Normal ach,0,
TXN-2026-446922,ACCT-571029,2024-10-27 04:40:05,WIRE_DOMESTIC,5336.73,USD,US,FR,,3114,False,Normal wire domestic,0,
TXN-2026-819964,ACCT-479201,2024-10-27 04:49:49,CASH_WITHDRAWAL,730.29,USD,US,CA,,3274,False,Normal cash withdrawal,0,
TXN-2026-823811,ACCT-230889,2024-10-27 07:54:37,CASH_DEPOSIT,1283.54,USD,US,GB,,2181,False,Normal cash deposit,0,
TXN-2026-151470,ACCT-197251,2024-10-27 08:02:10,CASH_WITHDRAWAL,1520.74,USD,US,FR,,2846,False,Normal cash withdrawal,0,
TXN-2026-503402,ACCT-145561,2024-10-27 08:13:08,CASH_DEPOSIT,1329.96,USD,US,JP,,1126,False,Normal cash deposit,0,
TXN-2026-447148,ACCT-201414,2024-10-27 10:41:19,WIRE_DOMESTIC,9060.37,USD,US,CA,,1259,False,Normal wire domestic,0,
TXN-2026-428572,ACCT-197251,2024-10-27 10:53:43,WIRE_DOMESTIC,18403.7,USD,US,US,,926,False,Normal wire domestic,0,
TXN-2026-746253,ACCT-460663,2024-10-27 11:22:32,CARD_PURCHASE,97.7,USD,US,FR,HEALTHCARE,1726,False,Normal card purchase,0,
TXN-2026-349556,ACCT-191161,2024-10-27 11:37:59,CARD_PURCHASE,78.92,USD,US,AU,RETAIL,1052,False,Normal card purchase,0,
TXN-2026-795781,ACCT-133326,2024-10-27 11:50:24,CASH_DEPOSIT,2531.7,USD,US,US,,2315,False,Normal cash deposit,0,
TXN-2026-166447,ACCT-391704,2024-10-27 12:34:09,CASH_DEPOSIT,2072.66,USD,US,GB,,2218,False,Normal cash deposit,0,
TXN-2026-544114,ACCT-766563,2024-10-27 12:40:53,CASH_DEPOSIT,359.82,USD,US,AU,,1145,False,Normal cash deposit,0,
TXN-2026-567432,ACCT-717889,2024-10-27 14:14:26,WIRE_INTERNATIONAL,13011.57,USD,US,FR,,2261,False,Normal wire international,0,
TXN-2026-176054,ACCT-198246,2024-10-27 14:24:11,CHECK_DEPOSIT,643.51,USD,US,FR,,2765,False,Normal check deposit,0,
TXN-2026-655178,ACCT-452944,2024-10-27 14:29:31,ACH,2275.3,USD,US,US,,1652,False,Normal ach,0,
TXN-2026-182857,ACCT-969693,2024-10-27 14:46:58,ACH,4094.55,USD,US,GB,,2245,False,Normal ach,0,
TXN-2026-596925,ACCT-407419,2024-10-27 15:17:47,CASH_WITHDRAWAL,165.8,USD,US,DE,,2183,False,Normal cash withdrawal,0,
TXN-2026-444625,ACCT-356787,2024-10-27 15:56:12,WIRE_DOMESTIC,21373.97,USD,US,AU,,2911,False,Normal wire domestic,0,
TXN-2026-387286,ACCT-145561,2024-10-27 16:54:06,WIRE_DOMESTIC,22991.76,USD,US,AU,,2433,False,Normal wire domestic,0,
TXN-2026-218370,ACCT-543143,2024-10-27 17:25:37,CARD_PURCHASE,248.88,USD,US,US,HEALTHCARE,2254,False,Normal card purchase,0,
TXN-2026-748985,ACCT-705397,2024-10-27 19:39:02,WIRE_INTERNATIONAL,5201.62,USD,US,FR,,2443,False,Normal wire international,0,
TXN-2026-975136,ACCT-207473,2024-10-27 21:12:30,CASH_WITHDRAWAL,2721.39,USD,US,FR,,2628,False,Normal cash withdrawal,0,
TXN-2026-441244,ACCT-216739,2024-10-27 22:18:38,WIRE_DOMESTIC,17015.52,USD,US,DE,,1428,False,Normal wire domestic,0,
TXN-2026-605339,ACCT-482554,2024-10-27 23:21:10,CASH_DEPOSIT,376.2,USD,US,AU,,1941,False,Normal cash deposit,0,
TXN-2026-182790,ACCT-581741,2024-10-28 01:15:51,CASH_DEPOSIT,2656.8,USD,US,DE,,2421,False,Normal cash deposit,0,
TXN-2026-175576,ACCT-759176,2024-10-28 01:32:24,CASH_WITHDRAWAL,767.32,USD,US,FR,,2151,True,Normal cash withdrawal,0,
TXN-2026-147440,ACCT-717889,2024-10-28 01:51:45,CASH_WITHDRAWAL,1160.76,USD,US,DE,,2700,False,Normal cash withdrawal,0,
TXN-2026-612997,ACCT-131244,2024-10-28 02:17:36,WIRE_DOMESTIC,5230.77,USD,US,AU,,3612,False,Normal wire domestic,0,
TXN-2026-672547,ACCT-629903,2024-10-28 03:41:34,CARD_PURCHASE,251.61,USD,US,DE,UTILITIES,2328,False,Normal card purchase,0,
TXN-2026-726258,ACCT-388389,2024-10-28 05:36:58,CASH_WITHDRAWAL,1076.62,USD,US,JP,,1029,False,Normal cash withdrawal,0,
TXN-2026-968668,ACCT-705397,2024-10-28 08:01:53,CARD_PURCHASE,203.43,USD,US,CA,HEALTHCARE,1442,True,Normal card purchase,0,
TXN-2026-618392,ACCT-183667,2024-10-28 08:52:59,CASH_DEPOSIT,663.86,USD,US,AU,,969,False,Normal cash deposit,0,
TXN-2026-674779,ACCT-133326,2024-10-28 09:33:33,ACH,504.47,USD,US,FR,,713,False,Normal ach,0,
TXN-2026-833723,ACCT-106814,2024-10-28 09:54:43,CARD_PURCHASE,70.93,USD,US,AU,UTILITIES,2414,False,Normal card purchase,0,
TXN-2026-939717,ACCT-133326,2024-10-28 11:52:42,WIRE_INTERNATIONAL,7646.06,USD,US,JP,,1667,False,Normal wire international,0,
TXN-2026-140666,ACCT-731262,2024-10-28 12:04:09,ACH,2074.57,USD,US,FR,,3193,False,Normal ach,0,
TXN-2026-386886,ACCT-543143,2024-10-28 12:28:59,CASH_DEPOSIT,2656.03,USD,US,DE,,1569,False,Normal cash deposit,0,
TXN-2026-286710,ACCT-733052,2024-10-28 13:35:53,WIRE_INTERNATIONAL,5796.05,USD,US,FR,,923,False,Normal wire international,0,
TXN-2026-219361,ACCT-319684,2024-10-28 14:34:21,WIRE_DOMESTIC,9629.24,USD,US,GB,,2234,False,Normal wire domestic,0,
TXN-2026-207629,ACCT-496922,2024-10-28 15:00:46,CARD_PURCHASE,164.87,USD,US,DE,RETAIL,511,False,Normal card purchase,0,
TXN-2026-130914,ACCT-838797,2024-10-28 15:32:03,CARD_PURCHASE,412.63,USD,US,DE,HEALTHCARE,1072,False,Normal card purchase,0,
TXN-2026-150486,ACCT-872246,2024-10-28 15:57:18,ACH,1357.62,USD,US,US,,3365,False,Normal ach,0,
TXN-2026-993522,ACCT-338968,2024-10-28 17:53:34,CARD_PURCHASE,358.89,USD,US,GB,RESTAURANT,2305,False,Normal card purchase,0,
TXN-2026-684791,ACCT-356787,2024-10-28 18:47:29,WIRE_INTERNATIONAL,13208.21,USD,US,DE,,3499,False,Normal wire international,0,
TXN-2026-642895,ACCT-331148,2024-10-28 20:26:59,WIRE_DOMESTIC,1134.88,USD,US,CA,,847,False,Normal wire domestic,0,
TXN-2026-268546,ACCT-479201,2024-10-28 23:09:05,CASH_DEPOSIT,2121.47,USD,US,AU,,386,False,Normal cash deposit,0,
TXN-2026-686072,ACCT-133326,2024-10-28 23:25:43,CASH_DEPOSIT,2155.62,USD,US,US,,3607,False,Normal cash deposit,0,
TXN-2026-208584,ACCT-731262,2024-10-28 23:56:22,CASH_WITHDRAWAL,1777.81,USD,US,AU,,2824,False,Normal cash withdrawal,0,
TXN-2026-405420,ACCT-183667,2024-10-29 00:03:25,CASH_DEPOSIT,1767.64,USD,US,AU,,2883,False,Normal cash deposit,0,
TXN-2026-988459,ACCT-838797,2024-10-29 00:27:53,CASH_WITHDRAWAL,2159.36,USD,US,AU,,2506,False,Normal cash withdrawal,0,
TXN-2026-481913,ACCT-759176,2024-10-29 02:32:51,CASH_WITHDRAWAL,2186.35,USD,US,AU,,3085,False,Normal cash withdrawal,0,
TXN-2026-862400,ACCT-452944,2024-10-29 02:52:25,CHECK_DEPOSIT,2644.45,USD,US,JP,,2128,False,Normal check deposit,0,
TXN-2026-197758,ACCT-766563,2024-10-29 03:30:56,CARD_PURCHASE,42.9,USD,US,JP,RETAIL,3414,False,Normal card purchase,0,
TXN-2026-980764,ACCT-131244,2024-10-29 05:37:00,WIRE_INTERNATIONAL,14107.83,USD,US,JP,,1546,False,Normal wire international,0,
TXN-2026-407757,ACCT-835911,2024-10-29 05:45:30,ACH,3866.13,USD,US,GB,,2223,True,Normal ach,0,
TXN-2026-332873,ACCT-319684,2024-10-29 10:33:02,CARD_PURCHASE,485.81,USD,US,JP,RETAIL,3585,False,Normal card purchase,0,
TXN-2026-506380,ACCT-482554,2024-10-29 11:23:00,ACH,3495.39,USD,US,US,,2626,True,Normal ach,0,
TXN-2026-512160,ACCT-182627,2024-10-29 11:46:36,WIRE_DOMESTIC,4904.4,USD,US,FR,,2211,True,Normal wire domestic,0,
TXN-2026-763653,ACCT-334053,2024-10-29 11:48:54,CHECK_DEPOSIT,3366.8,USD,US,US,,426,False,Normal check deposit,0,
TXN-2026-205065,ACCT-391476,2024-10-29 12:01:32,CASH_DEPOSIT,754.45,USD,US,CA,,3303,False,Normal cash deposit,0,
TXN-2026-145814,ACCT-974628,2024-10-29 13:15:49,CHECK_DEPOSIT,3161.23,USD,US,CA,,3135,False,Normal check deposit,0,
TXN-2026-973349,ACCT-456778,2024-10-29 14:10:49,CASH_DEPOSIT,1451.18,USD,US,US,,3518,False,Normal cash deposit,0,
TXN-2026-830132,ACCT-263032,2024-10-29 14:51:51,CASH_WITHDRAWAL,2046.89,USD,US,JP,,976,False,Normal cash withdrawal,0,
TXN-2026-575779,ACCT-338968,2024-10-29 16:05:17,CARD_PURCHASE,126.56,USD,US,FR,HEALTHCARE,690,False,Normal card purchase,0,
TXN-2026-494468,ACCT-996865,2024-10-29 16:31:00,WIRE_DOMESTIC,2748.06,USD,US,FR,,1761,False,Normal wire domestic,0,
TXN-2026-522988,ACCT-174870,2024-10-29 17:22:53,WIRE_DOMESTIC,3670.45,USD,US,DE,,1935,True,Normal wire domestic,0,
TXN-2026-299212,ACCT-733052,2024-10-29 20:10:28,WIRE_INTERNATIONAL,1812.12,USD,US,GB,,3322,False,Normal wire international,0,
TXN-2026-320392,ACCT-201414,2024-10-29 21:06:59,CASH_DEPOSIT,2517.8,USD,US,GB,,2849,False,Normal cash deposit,0,
TXN-2026-208751,ACCT-472528,2024-10-29 21:30:30,WIRE_DOMESTIC,24548.44,USD,US,JP,,2342,False,Normal wire domestic,0,
TXN-2026-970699,ACCT-338968,2024-10-29 21:52:33,CARD_PURCHASE,434.98,USD,US,CA,RESTAURANT,949,False,Normal card purchase,0,
TXN-2026-985249,ACCT-356787,2024-10-29 22:13:37,WIRE_DOMESTIC,22983.95,USD,US,AU,,3035,False,Normal wire domestic,0,
TXN-2026-449479,ACCT-356787,2024-10-30 01:40:47,CASH_WITHDRAWAL,2559.56,USD,US,JP,,787,False,Normal cash withdrawal,0,
TXN-2026-376955,ACCT-671858,2024-10-30 01:49:24,ACH,3257.25,USD,US,DE,,773,False,Normal ach,0,
TXN-2026-755788,ACCT-688508,2024-10-30 01:52:44,CASH_DEPOSIT,1149.16,USD,US,JP,,1198,False,Normal cash deposit,0,
TXN-2026-446620,ACCT-133326,2024-10-30 05:38:10,WIRE_INTERNATIONAL,14807.66,USD,US,GB,,528,False,Normal wire international,0,
TXN-2026-722899,ACCT-542417,2024-10-30 06:27:56,CASH_WITHDRAWAL,188.63,USD,US,GB,,2308,False,Normal cash withdrawal,0,
TXN-2026-393212,ACCT-482554,2024-10-30 06:32:58,CHECK_DEPOSIT,1924.32,USD,US,JP,,2705,False,Normal check deposit,0,
TXN-2026-862538,ACCT-748564,2024-10-30 07:37:59,WIRE_INTERNATIONAL,17201.96,USD,US,FR,,2160,False,Normal wire international,0,
TXN-2026-297064,ACCT-391704,2024-10-30 07:41:47,CASH_WITHDRAWAL,1308.64,USD,US,AU,,2032,False,Normal cash withdrawal,0,
TXN-2026-550961,ACCT-482554,2024-10-30 08:19:09,WIRE_DOMESTIC,21393.42,USD,US,AU,,2059,False,Normal wire domestic,0,
TXN-2026-561101,ACCT-207175,2024-10-30 09:35:24,ACH,1014.26,USD,US,US,,1291,False,Normal ach,0,
TXN-2026-747736,ACCT-872246,2024-10-30 09:54:29,WIRE_INTERNATIONAL,3847.29,USD,US,US,,3234,False,Normal wire international,0,
TXN-2026-977646,ACCT-407419,2024-10-30 10:09:51,CARD_PURCHASE,432.48,USD,US,CA,HEALTHCARE,424,False,Normal card purchase,0,
TXN-2026-943718,ACCT-996865,2024-10-30 10:28:20,ACH,2351.9,USD,US,AU,,3140,False,Normal ach,0,
TXN-2026-609462,ACCT-671858,2024-10-30 11:57:16,ACH,3135.63,USD,US,CA,,2889,False,Normal ach,0,
TXN-2026-985331,ACCT-391369,2024-10-30 12:05:12,ACH,4144.02,USD,US,JP,,2659,False,Normal ach,0,
TXN-2026-359535,ACCT-472528,2024-10-30 12:36:11,CASH_DEPOSIT,1329.97,USD,US,DE,,1000,False,Normal cash deposit,0,
TXN-2026-956375,ACCT-678856,2024-10-30 12:43:40,WIRE_INTERNATIONAL,20860.64,USD,US,US,,474,False,Normal wire international,0,
TXN-2026-599380,ACCT-133326,2024-10-30 13:10:53,CASH_WITHDRAWAL,1320.79,USD,US,US,,2467,False,Normal cash withdrawal,0,
TXN-2026-271339,ACCT-338968,2024-10-30 13:48:55,CASH_WITHDRAWAL,596.3,USD,US,AU,,1470,False,Normal cash withdrawal,0,
TXN-2026-658624,ACCT-543143,2024-10-30 14:35:35,CASH_DEPOSIT,1983.41,USD,US,JP,,2783,False,Normal cash deposit,0,
TXN-2026-265759,ACCT-766563,2024-10-30 15:07:56,CARD_PURCHASE,155.74,USD,US,US,RETAIL,2348,False,Normal card purchase,0,
TXN-2026-639728,ACCT-472528,2024-10-30 18:09:33,ACH,1030.19,USD,US,CA,,1628,False,Normal ach,0,
TXN-2026-620248,ACCT-717889,2024-10-30 18:35:49,CASH_WITHDRAWAL,2927.65,USD,US,AU,,1840,True,Normal cash withdrawal,0,
TXN-2026-591644,ACCT-910620,2024-10-30 18:39:55,WIRE_DOMESTIC,22637.84,USD,US,FR,,2286,False,Normal wire domestic,0,
TXN-2026-404955,ACCT-267414,2024-10-30 18:56:35,WIRE_INTERNATIONAL,2099.53,USD,US,US,,2807,False,Normal wire international,0,
TXN-2026-255813,ACCT-106814,2024-10-30 19:36:32,CASH_WITHDRAWAL,965.81,USD,US,FR,,2348,False,Normal cash withdrawal,0,
TXN-2026-551914,ACCT-816751,2024-10-30 20:16:45,ACH,600.93,USD,US,US,,2637,False,Normal ach,0,
TXN-2026-856445,ACCT-877572,2024-10-30 21:34:47,CARD_PURCHASE,262.3,USD,US,US,RESTAURANT,2739,False,Normal card purchase,0,
TXN-2026-177558,ACCT-571029,2024-10-30 21:46:12,CASH_WITHDRAWAL,547.02,USD,US,DE,,2327,False,Normal cash withdrawal,0,
TXN-2026-986589,ACCT-910620,2024-10-30 22:28:38,CARD_PURCHASE,297.63,USD,US,GB,UTILITIES,1071,False,Normal card purchase,0,
TXN-2026-506881,ACCT-207473,2024-10-30 22:56:43,CASH_DEPOSIT,2482.7,USD,US,GB,,2021,False,Normal cash deposit,0,
TXN-2026-155663,ACCT-246316,2024-10-30 23:50:20,ACH,1083.41,USD,US,AU,,399,True,Normal ach,0,
TXN-2026-791309,ACCT-145561,2024-10-31 00:34:21,ACH,396.21,USD,US,AU,,392,False,Normal ach,0,
TXN-2026-540208,ACCT-319684,2024-10-31 02:10:50,ACH,609.35,USD,US,FR,,948,False,Normal ach,0,
TXN-2026-400748,ACCT-334053,2024-10-31 03:00:14,CASH_WITHDRAWAL,2972.06,USD,US,JP,,884,False,Normal cash withdrawal,0,
TXN-2026-634277,ACCT-460663,2024-10-31 03:18:35,CASH_DEPOSIT,1258.26,USD,US,CA,,3460,True,Normal cash deposit,0,
TXN-2026-185916,ACCT-671858,2024-10-31 04:12:19,WIRE_DOMESTIC,5570.35,USD,US,AU,,1628,False,Normal wire domestic,0,
TXN-2026-110048,ACCT-832052,2024-10-31 04:58:15,CHECK_DEPOSIT,2309.9,USD,US,US,,1164,False,Normal check deposit,0,
